<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.06.08	15:30:00	99022	99427	99015	99312	18620	63880	1
2018.06.08	15:45:00	99312	99663	98873	98914	26136	88102	1
2018.06.08	16:00:00	98927	98954	98414	98522	26743	100791	1
2018.06.08	16:15:00	98522	98914	98441	98759	21606	83635	1
2018.06.08	16:30:00	98772	98887	98421	98495	18340	68687	1
2018.06.08	16:45:00	98489	98529	98016	98198	23125	85902	1
2018.06.08	17:00:00	98198	98549	98185	98327	9157	41969	1
2018.06.08	17:15:00	98333	98421	98212	98354	5287	20343	1
2018.06.08	17:30:00	98360	98475	98327	98374	4569	14846	1
2018.06.08	17:45:00	98374	98414	98293	98374	2038	9460	1
2018.06.11	09:00:00	98441	99427	98414	99251	37269	107511	1
2018.06.11	09:15:00	99251	99400	98860	99008	37779	105783	1
2018.06.11	09:30:00	99022	99130	98610	98651	39321	107828	1
2018.06.11	09:45:00	98657	99299	98630	98954	42109	118919	1
2018.06.11	10:00:00	98968	99218	98448	98934	58635	161154	1
2018.06.11	10:15:00	98934	99326	98664	99110	44746	126773	1
2018.06.11	10:30:00	99110	99467	98907	99353	66494	181159	1
2018.06.11	10:45:00	99353	99548	99123	99137	51608	149540	1
2018.06.11	11:00:00	99150	99197	98630	98954	46614	149765	1
2018.06.11	11:15:00	98948	99042	98401	98435	49611	151512	1
2018.06.11	11:30:00	98435	98651	98070	98259	48983	139468	1
2018.06.11	11:45:00	98252	98489	98063	98266	37708	104934	1
2018.06.11	12:00:00	98259	98347	97874	98144	35676	100464	1
2018.06.11	12:15:00	98144	98387	98090	98246	24297	73352	1
2018.06.11	12:30:00	98239	98475	98057	98435	23378	68499	1
2018.06.11	12:45:00	98441	98549	98178	98219	21029	66612	1
2018.06.11	13:00:00	98219	98239	97584	97692	30001	96476	1
2018.06.11	13:15:00	97692	97996	97679	97901	22930	68644	1
2018.06.11	13:30:00	97908	98063	97814	97982	18810	60119	1
2018.06.11	13:45:00	97982	98171	97962	98084	12952	45128	1
2018.06.11	14:00:00	98084	98090	97888	97955	16374	51796	1
2018.06.11	14:15:00	97962	98009	97699	97793	18781	63740	1
2018.06.11	14:30:00	97793	97935	97490	97706	26225	88825	1
2018.06.11	14:45:00	97706	97787	97483	97544	18423	64011	1
2018.06.11	15:00:00	97550	97625	97307	97334	17847	63117	1
2018.06.11	15:15:00	97334	97388	97091	97179	21999	81351	1
2018.06.11	15:30:00	97179	97287	96970	97280	20121	71618	1
2018.06.11	15:45:00	97274	97584	97206	97564	20936	76627	1
2018.06.11	16:00:00	97564	97766	97415	97746	23238	86346	1
2018.06.11	16:15:00	97746	97780	97368	97496	20344	77238	1
2018.06.11	16:30:00	97503	97598	97260	97395	18904	68419	1
2018.06.11	16:45:00	97402	97733	97355	97483	17815	70601	1
2018.06.11	17:00:00	97490	97712	97476	97618	8953	35220	1
2018.06.11	17:15:00	97618	97699	97523	97591	4026	14248	1
2018.06.11	17:30:00	97591	97604	97388	97429	3668	11674	1
2018.06.11	17:45:00	97429	97503	97348	97348	2600	11762	1
2018.06.12	09:00:00	97334	97402	96673	96693	37452	105585	1
2018.06.12	09:15:00	96693	97037	96659	96875	24926	67238	1
2018.06.12	09:30:00	96875	97199	96835	97037	42725	106164	1
2018.06.12	09:45:00	97037	97179	96808	97172	32306	81728	1
2018.06.12	10:00:00	97166	97591	97085	97544	38833	104574	1
2018.06.12	10:15:00	97537	97989	97469	97766	63737	154661	1
2018.06.12	10:30:00	97773	98286	97692	98232	52085	140336	1
2018.06.12	10:45:00	98232	98441	98111	98205	35281	101510	1
2018.06.12	11:00:00	98198	98671	98063	98617	46073	129619	1
2018.06.12	11:15:00	98617	98725	98293	98374	31422	98080	1
2018.06.12	11:30:00	98374	98792	98252	98759	33733	105246	1
2018.06.12	11:45:00	98759	98927	98448	98691	34618	111430	1
2018.06.12	12:00:00	98691	98914	98644	98725	24002	79806	1
2018.06.12	12:15:00	98725	99022	98549	98867	38119	111813	1
2018.06.12	12:30:00	98873	98880	98354	98529	25179	82443	1
2018.06.12	12:45:00	98529	98570	98219	98313	20209	72498	1
2018.06.12	13:00:00	98313	98462	98151	98354	17497	58632	1
2018.06.12	13:15:00	98354	98360	98009	98205	19081	63726	1
2018.06.12	13:30:00	98205	98333	98063	98104	15805	52125	1
2018.06.12	13:45:00	98097	98374	98043	98205	17166	60679	1
2018.06.12	14:00:00	98198	98441	98151	98266	15321	51618	1
2018.06.12	14:15:00	98259	98333	97942	98205	22652	77813	1
2018.06.12	14:30:00	98198	98225	97787	97814	19481	69941	1
2018.06.12	14:45:00	97820	97989	97766	97955	14793	55074	1
2018.06.12	15:00:00	97955	97976	97706	97834	15060	55089	1
2018.06.12	15:15:00	97834	97928	97685	97753	14535	51598	1
2018.06.12	15:30:00	97746	97766	97402	97442	20689	76198	1
2018.06.12	15:45:00	97442	97692	97395	97611	17243	61994	1
2018.06.12	16:00:00	97604	98003	97375	97928	26451	98122	1
2018.06.12	16:15:00	97928	97942	97739	97780	15706	58482	1
2018.06.12	16:30:00	97780	97922	97665	97854	14099	49371	1
2018.06.12	16:45:00	97854	98178	97800	98097	16932	67438	1
2018.06.12	17:00:00	98104	98428	98063	98212	13563	51625	1
2018.06.12	17:15:00	98225	98320	98185	98205	4403	18247	1
2018.06.12	17:30:00	98205	98367	98144	98333	3591	12743	1
2018.06.12	17:45:00	98333	98455	98293	98428	2327	11883	1
2018.06.13	09:00:00	98435	98808	98241	98254	21324	52366	1
2018.06.13	09:15:00	98248	98281	97774	97847	39588	89308	1
2018.06.13	09:30:00	97840	98014	97640	97974	33505	74572	1
2018.06.13	09:45:00	97974	98475	97934	98341	40661	89275	1
2018.06.13	10:00:00	98348	98414	97667	97834	58148	134223	1
2018.06.13	10:15:00	97834	98414	97787	98134	40060	104963	1
2018.06.13	10:30:00	98127	98308	97446	97500	53929	161095	1
2018.06.13	10:45:00	97500	97627	97012	97239	40520	123231	1
2018.06.13	11:00:00	97239	97333	96979	97099	29123	93695	1
2018.06.13	11:15:00	97092	97273	96966	97166	25058	82441	1
2018.06.13	11:30:00	97173	97607	97173	97259	35349	111977	1
2018.06.13	11:45:00	97259	97600	97173	97486	25802	84120	1
2018.06.13	12:00:00	97486	97733	97313	97513	23885	79111	1
2018.06.13	12:15:00	97520	97700	97373	97486	15406	50612	1
2018.06.13	12:30:00	97486	97780	97473	97680	14305	46193	1
2018.06.13	12:45:00	97680	97760	97580	97687	10555	34163	1
2018.06.13	13:00:00	97687	97807	97386	97753	18047	59218	1
2018.06.13	13:15:00	97753	97807	97426	97607	16496	55545	1
2018.06.13	13:30:00	97600	97653	97406	97473	10314	32255	1
2018.06.13	13:45:00	97473	97473	96605	96605	30373	104471	1
2018.06.13	14:00:00	96612	96659	96044	96211	33729	121530	1
2018.06.13	14:15:00	96211	96799	96171	96472	30477	102412	1
2018.06.13	14:30:00	96465	96578	96184	96498	21160	75870	1
2018.06.13	14:45:00	96505	97072	96465	96946	23532	76137	1
2018.06.13	15:00:00	96946	97072	96251	96325	45136	138478	1
2018.06.13	15:15:00	96325	96585	95897	95971	30919	104087	1
2018.06.13	15:30:00	95971	96986	95764	96699	37036	132364	1
2018.06.13	15:45:00	96699	97019	96465	96966	25879	92928	1
2018.06.13	16:00:00	96966	97774	96966	97553	33646	126997	1
2018.06.13	16:15:00	97553	97713	97286	97319	21916	79050	1
2018.06.13	16:30:00	97313	97627	96992	97092	23960	85317	1
2018.06.13	16:45:00	97092	97293	96912	97066	21042	86703	1
2018.06.13	17:00:00	97066	97406	96959	97386	9062	39339	1
2018.06.13	17:15:00	97373	97446	97166	97433	7309	32443	1
2018.06.13	17:30:00	97433	97540	97366	97513	3049	12123	1
2018.06.13	17:45:00	97513	97587	97406	97580	2601	12365	1
2018.06.14	09:00:00	97733	98074	97313	97927	26843	89714	1
2018.06.14	09:15:00	97927	98014	97627	97653	28703	82699	1
2018.06.14	09:30:00	97653	97660	97159	97179	34179	95613	1
2018.06.14	09:45:00	97179	97720	97166	97560	39697	106587	1
2018.06.14	10:00:00	97560	97960	97066	97820	69310	192257	1
2018.06.14	10:15:00	97820	98041	97239	97360	57180	160068	1
2018.06.14	10:30:00	97360	97460	96986	97126	63193	178310	1
2018.06.14	10:45:00	97126	97633	97012	97400	44383	129892	1
2018.06.14	11:00:00	97400	97446	97133	97153	30353	91922	1
2018.06.14	11:15:00	97153	97693	97146	97573	36456	110482	1
2018.06.14	11:30:00	97573	97660	97173	97386	35505	107819	1
2018.06.14	11:45:00	97386	97587	97239	97393	23614	73897	1
2018.06.14	12:00:00	97393	97567	97226	97306	20431	67554	1
2018.06.14	12:15:00	97299	97366	97086	97286	24676	78855	1
2018.06.14	12:30:00	97286	97306	96959	97072	19345	63814	1
2018.06.14	12:45:00	97079	97246	96986	97072	16261	53333	1
2018.06.14	13:00:00	97072	97159	96685	96705	23394	81765	1
2018.06.14	13:15:00	96712	96845	96565	96565	20014	64514	1
2018.06.14	13:30:00	96572	97006	96565	96845	16390	53785	1
2018.06.14	13:45:00	96845	96999	96745	96939	12401	45282	1
2018.06.14	14:00:00	96932	97126	96759	96839	17706	62721	1
2018.06.14	14:15:00	96839	97052	96719	96852	19447	67571	1
2018.06.14	14:30:00	96852	97186	96825	97059	18072	62674	1
2018.06.14	14:45:00	97052	97319	96391	96445	39214	133067	1
2018.06.14	15:00:00	96445	97032	96325	96959	35036	113393	1
2018.06.14	15:15:00	96966	96966	96438	96692	32757	103136	1
2018.06.14	15:30:00	96685	96705	96044	96131	32489	99201	1
2018.06.14	15:45:00	96124	96512	96064	96204	24414	71143	1
2018.06.14	16:00:00	96204	96572	96144	96425	21240	64930	1
2018.06.14	16:15:00	96425	96478	96191	96358	17366	49506	1
2018.06.14	16:30:00	96365	96552	96198	96291	17093	54251	1
2018.06.14	16:45:00	96305	96512	96171	96285	18572	58691	1
2018.06.14	17:00:00	96285	96445	96071	96111	11314	44076	1
2018.06.14	17:15:00	96111	96124	95851	95891	6122	22206	1
2018.06.14	17:30:00	95891	96098	95851	95897	4863	18053	1
2018.06.14	17:45:00	95904	96358	95831	96245	3191	15895	1
2018.06.15	09:00:00	95877	96271	95550	95884	30746	96530	1
2018.06.15	09:15:00	95884	95971	95717	95837	27708	65003	1
2018.06.15	09:30:00	95831	95844	95483	95523	31353	82236	1
2018.06.15	09:45:00	95517	95677	95276	95590	30320	79004	1
2018.06.15	10:00:00	95584	96031	95437	95497	42831	109779	1
2018.06.15	10:15:00	95490	95944	95350	95837	41612	107395	1
2018.06.15	10:30:00	95837	95844	95383	95604	48078	134101	1
2018.06.15	10:45:00	95610	95904	95497	95510	30467	85088	1
2018.06.15	11:00:00	95510	95564	94896	94949	52380	151674	1
2018.06.15	11:15:00	94949	95310	94923	95210	25999	71131	1
2018.06.15	11:30:00	95216	95270	94903	94983	25541	73687	1
2018.06.15	11:45:00	94983	95176	94883	95036	21118	63061	1
2018.06.15	12:00:00	95036	95330	94782	95250	27794	90259	1
2018.06.15	12:15:00	95256	95323	94943	95083	20822	66535	1
2018.06.15	12:30:00	95096	95143	94669	94722	17943	54738	1
2018.06.15	12:45:00	94729	94776	94255	94255	25870	92633	1
2018.06.15	13:00:00	94255	94362	94075	94282	23119	82827	1
2018.06.15	13:15:00	94275	94395	94028	94161	17021	59167	1
2018.06.15	13:30:00	94161	94222	93921	94181	14501	51851	1
2018.06.15	13:45:00	94188	94428	94068	94081	21332	74926	1
2018.06.15	14:00:00	94088	94141	93701	93747	22125	76199	1
2018.06.15	14:15:00	93747	93974	93741	93888	11944	44109	1
2018.06.15	14:30:00	93888	93934	93661	93901	19555	67252	1
2018.06.15	14:45:00	93901	94141	93754	94075	17431	59026	1
2018.06.15	15:00:00	94075	94268	94001	94228	15293	56821	1
2018.06.15	15:15:00	94228	94676	94195	94609	27947	103947	1
2018.06.15	15:30:00	94602	94949	94529	94909	20654	80882	1
2018.06.15	15:45:00	94903	95283	94836	95036	30917	120692	1
2018.06.15	16:00:00	95029	95210	94649	94936	31214	119234	1
2018.06.15	16:15:00	94943	95009	94689	94802	19830	79427	1
2018.06.15	16:30:00	94809	94949	94489	94582	17621	64418	1
2018.06.15	16:45:00	94589	95056	94562	95029	22359	91647	1
2018.06.15	17:00:00	95023	95296	94796	95036	16532	69899	1
2018.06.15	17:15:00	95036	95230	94923	94943	9581	46882	1
2018.06.15	17:30:00	94943	95397	94889	95290	11301	50980	1
2018.06.15	17:45:00	95296	95323	94943	94996	3752	16314	1
2018.06.18	09:00:00	94235	94702	94108	94108	23063	68704	1
2018.06.18	09:15:00	94115	94141	93721	94115	28426	74769	1
2018.06.18	09:30:00	94108	94135	93901	94028	18694	48606	1
2018.06.18	09:45:00	94028	94268	93914	94061	21729	60130	1
2018.06.18	10:00:00	94068	94322	93754	93794	39044	102668	1
2018.06.18	10:15:00	93788	94302	93694	94028	44010	115144	1
2018.06.18	10:30:00	94028	94055	93374	93721	57618	151291	1
2018.06.18	10:45:00	93721	94382	93654	94175	39456	113512	1
2018.06.18	11:00:00	94175	94208	93841	93874	35335	97900	1
2018.06.18	11:15:00	93874	94275	93814	94161	28734	82784	1
2018.06.18	11:30:00	94161	94489	94048	94308	29004	83313	1
2018.06.18	11:45:00	94308	94435	94068	94235	25551	77947	1
2018.06.18	12:00:00	94235	94362	94088	94128	17676	52397	1
2018.06.18	12:15:00	94128	94368	93941	94001	19722	59456	1
2018.06.18	12:30:00	94008	94141	93854	94041	16527	49106	1
2018.06.18	12:45:00	94041	94208	93754	93788	16670	50362	1
2018.06.18	13:00:00	93781	93794	93574	93714	17581	56027	1
2018.06.18	13:15:00	93714	93901	93627	93674	18611	53425	1
2018.06.18	13:30:00	93681	93821	93641	93794	9044	28717	1
2018.06.18	13:45:00	93794	93894	93667	93714	11882	37368	1
2018.06.18	14:00:00	93714	93821	93641	93788	9262	29506	1
2018.06.18	14:15:00	93788	93968	93714	93941	14218	43006	1
2018.06.18	14:30:00	93941	94128	93934	94035	16760	53844	1
2018.06.18	14:45:00	94035	94108	93841	94075	18069	55108	1
2018.06.18	15:00:00	94075	94315	93941	94288	22421	72872	1
2018.06.18	15:15:00	94282	94762	94235	94602	29877	97941	1
2018.06.18	15:30:00	94602	94702	94322	94435	22249	74356	1
2018.06.18	15:45:00	94435	94602	94288	94522	16318	53916	1
2018.06.18	16:00:00	94529	94602	94382	94555	13763	48099	1
2018.06.18	16:15:00	94555	94782	94362	94375	18292	59490	1
2018.06.18	16:30:00	94382	94435	94155	94201	15716	52186	1
2018.06.18	16:45:00	94195	94328	93934	94068	18007	62132	1
2018.06.18	17:00:00	94068	94335	94048	94315	10968	43564	1
2018.06.18	17:15:00	94322	94328	94115	94155	4966	17512	1
2018.06.18	17:30:00	94155	94215	94021	94055	4329	14708	1
2018.06.18	17:45:00	94061	94095	94001	94001	2302	10601	1
2018.06.19	09:00:00	92472	93000	92439	92853	20424	59516	1
2018.06.19	09:15:00	92853	93127	92819	92946	27725	73787	1
2018.06.19	09:30:00	92940	93193	92853	93153	21112	56431	1
2018.06.19	09:45:00	93153	93240	93020	93133	21219	54406	1
2018.06.19	10:00:00	93127	93307	92933	93267	37718	100592	1
2018.06.19	10:15:00	93267	93587	92946	93427	50747	138901	1
2018.06.19	10:30:00	93427	94035	93300	93974	53101	151466	1
2018.06.19	10:45:00	93974	94075	93794	93988	38499	110438	1
2018.06.19	11:00:00	93988	94248	93861	93894	39092	128004	1
2018.06.19	11:15:00	93894	94181	93808	93961	26941	92163	1
2018.06.19	11:30:00	93961	94535	93868	94428	35220	124395	1
2018.06.19	11:45:00	94428	95009	94408	94949	35358	132399	1
2018.06.19	12:00:00	94943	95837	94796	95704	44468	158039	1
2018.06.19	12:15:00	95704	96004	95550	95857	39163	134512	1
2018.06.19	12:30:00	95851	95957	95497	95771	25076	90118	1
2018.06.19	12:45:00	95764	96705	95757	96592	38688	144717	1
2018.06.19	13:00:00	96592	96825	96238	96358	29246	110134	1
2018.06.19	13:15:00	96351	96665	96204	96592	23999	86817	1
2018.06.19	13:30:00	96592	96645	96218	96325	21631	83414	1
2018.06.19	13:45:00	96318	96679	96245	96625	18499	59874	1
2018.06.19	14:00:00	96625	96779	96298	96518	24755	87227	1
2018.06.19	14:15:00	96518	96545	95977	96078	22035	74842	1
2018.06.19	14:30:00	96078	96672	96038	96592	29411	99433	1
2018.06.19	14:45:00	96592	96732	96418	96638	22018	72744	1
2018.06.19	15:00:00	96638	96926	96578	96745	26938	86096	1
2018.06.19	15:15:00	96739	97186	96625	96872	28343	99108	1
2018.06.19	15:30:00	96872	97006	96765	96839	17454	65690	1
2018.06.19	15:45:00	96845	96986	96725	96839	17577	59771	1
2018.06.19	16:00:00	96839	96845	96472	96572	21408	78640	1
2018.06.19	16:15:00	96572	96605	96371	96512	19015	74143	1
2018.06.19	16:30:00	96518	96538	96231	96298	15611	61119	1
2018.06.19	16:45:00	96298	96378	96084	96111	19181	74827	1
2018.06.19	17:00:00	96104	96258	96064	96111	10831	42027	1
2018.06.19	17:15:00	96111	96351	96091	96285	5967	21967	1
2018.06.19	17:30:00	96291	96365	96251	96318	3732	13320	1
2018.06.19	17:45:00	96318	96325	96078	96078	3275	15939	1
2018.06.20	09:00:00	96465	96805	96218	96752	24646	73222	1
2018.06.20	09:15:00	96752	97286	96719	97119	34551	94691	1
2018.06.20	09:30:00	97126	97266	97012	97193	21560	59803	1
2018.06.20	09:45:00	97186	97326	97106	97186	19798	51623	1
2018.06.20	10:00:00	97186	97206	96799	97039	47316	125199	1
2018.06.20	10:15:00	97039	97680	97039	97627	53001	146914	1
2018.06.20	10:30:00	97627	97720	96625	96719	60954	179707	1
2018.06.20	10:45:00	96719	97213	96565	97146	46685	131597	1
2018.06.20	11:00:00	97146	97466	96625	96772	44289	130512	1
2018.06.20	11:15:00	96772	97026	96151	96365	51822	155254	1
2018.06.20	11:30:00	96358	96592	95957	96171	41550	131264	1
2018.06.20	11:45:00	96171	96391	95984	96198	27937	83526	1
2018.06.20	12:00:00	96204	96204	95704	96084	38170	115569	1
2018.06.20	12:15:00	96091	96645	96078	96545	29264	91259	1
2018.06.20	12:30:00	96538	96732	96251	96438	25997	90933	1
2018.06.20	12:45:00	96438	96592	96124	96572	25244	82216	1
2018.06.20	13:00:00	96578	96632	96365	96485	15660	52800	1
2018.06.20	13:15:00	96485	96492	96238	96472	14501	47712	1
2018.06.20	13:30:00	96478	96805	96458	96699	15677	51332	1
2018.06.20	13:45:00	96699	96859	96225	96245	20230	70191	1
2018.06.20	14:00:00	96245	96391	96018	96318	22893	76603	1
2018.06.20	14:15:00	96318	96565	96278	96391	19816	64835	1
2018.06.20	14:30:00	96391	96618	96391	96532	14143	49637	1
2018.06.20	14:45:00	96525	96799	96358	96759	19405	65848	1
2018.06.20	15:00:00	96765	96999	96692	96912	19960	72091	1
2018.06.20	15:15:00	96912	97113	96865	96992	16402	58494	1
2018.06.20	15:30:00	96992	97166	96745	96759	25385	91215	1
2018.06.20	15:45:00	96759	96972	96672	96959	18270	63629	1
2018.06.20	16:00:00	96959	97119	96712	96886	19150	67919	1
2018.06.20	16:15:00	96879	97032	96779	96946	11124	38556	1
2018.06.20	16:30:00	96946	97072	96839	96892	10927	40619	1
2018.06.20	16:45:00	96892	97059	96812	96946	13763	53592	1
2018.06.20	17:00:00	96952	97159	96919	97099	8386	32560	1
2018.06.20	17:15:00	97092	97119	96952	97012	5883	21894	1
2018.06.20	17:30:00	97012	97153	96959	97113	4838	17567	1
2018.06.20	17:45:00	97099	97480	97079	97480	3059	14682	1
2018.06.21	09:00:00	96732	96805	96171	96632	30662	93209	1
2018.06.21	09:15:00	96632	96799	96452	96552	28886	77355	1
2018.06.21	09:30:00	96552	96745	96371	96652	25336	71300	1
2018.06.21	09:45:00	96652	96959	96552	96665	27693	80003	1
2018.06.21	10:00:00	96665	97079	96251	96906	51959	149007	1
2018.06.21	10:15:00	96912	96999	96492	96659	36793	111571	1
2018.06.21	10:30:00	96659	96872	96058	96071	64954	183579	1
2018.06.21	10:45:00	96078	96498	96038	96151	36109	104102	1
2018.06.21	11:00:00	96151	96365	95704	95884	47769	143615	1
2018.06.21	11:15:00	95884	96024	95750	95904	30900	94595	1
2018.06.21	11:30:00	95904	96084	95423	95523	45112	139608	1
2018.06.21	11:45:00	95510	95664	95323	95443	32116	95532	1
2018.06.21	12:00:00	95437	95624	95270	95570	22756	69301	1
2018.06.21	12:15:00	95564	95644	95497	95610	13063	41256	1
2018.06.21	12:30:00	95610	95717	95296	95503	16038	55025	1
2018.06.21	12:45:00	95503	95811	95470	95577	15616	55157	1
2018.06.21	13:00:00	95577	95797	95423	95777	13915	47505	1
2018.06.21	13:15:00	95784	95904	95604	95777	14719	48627	1
2018.06.21	13:30:00	95771	95851	95630	95797	11126	36696	1
2018.06.21	13:45:00	95797	95844	95684	95710	8592	28306	1
2018.06.21	14:00:00	95704	95737	95510	95584	14016	42873	1
2018.06.21	14:15:00	95584	95677	95543	95597	6960	23297	1
2018.06.21	14:30:00	95590	95610	95303	95363	13295	43032	1
2018.06.21	14:45:00	95363	95363	95016	95029	21409	74801	1
2018.06.21	15:00:00	95023	95183	94896	94983	22223	76594	1
2018.06.21	15:15:00	94983	95089	94736	94943	21347	75344	1
2018.06.21	15:30:00	94943	94949	94555	94662	21000	74154	1
